work_order_id,property_id,trade,urgency,status,recommended_vendor_id,recommended_vendor_name,match_score,vendor_sla_pct,vendor_quality,vendor_response_hrs
WO01459,P007,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01460,P002,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01462,P016,plumbing,low,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01467,P021,HVAC,high,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01469,P023,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01472,P012,plumbing,low,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01474,P038,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01475,P022,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01477,P022,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01478,P034,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01479,P038,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01480,P026,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01483,P029,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01484,P031,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01491,P005,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01492,P028,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01496,P007,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01498,P014,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01501,P014,plumbing,emergency,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01505,P007,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01514,P029,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01516,P032,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01520,P049,HVAC,emergency,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01527,P014,HVAC,low,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01528,P033,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01529,P025,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01532,P040,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01535,P005,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01536,P040,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01537,P018,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01538,P035,HVAC,high,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01542,P005,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01545,P023,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01549,P048,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01551,P050,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01553,P031,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01554,P040,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01556,P012,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01562,P029,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01566,P028,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01567,P049,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01570,P019,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01571,P021,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01573,P046,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01574,P010,plumbing,low,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01575,P032,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01577,P038,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01585,P026,HVAC,high,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01586,P022,general,high,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01591,P049,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01592,P031,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01593,P030,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01596,P033,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01597,P040,plumbing,low,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01599,P027,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01600,P032,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01602,P032,plumbing,medium,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01606,P023,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01607,P031,HVAC,high,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01614,P037,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01616,P014,HVAC,emergency,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01625,P012,electrical,low,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01628,P032,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01630,P018,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01631,P032,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01635,P045,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01637,P007,electrical,low,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01639,P022,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01640,P029,HVAC,high,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01641,P002,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01647,P022,general,emergency,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01649,P038,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01650,P028,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01651,P003,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01652,P012,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01655,P029,HVAC,emergency,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01659,P031,electrical,low,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01660,P037,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01662,P047,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01667,P048,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01670,P009,general,high,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01673,P038,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01674,P018,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01677,P037,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01683,P048,HVAC,emergency,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01685,P002,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01686,P040,HVAC,high,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01690,P010,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01694,P012,plumbing,medium,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01695,P029,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01702,P018,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01704,P043,general,high,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01706,P038,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01707,P032,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01708,P031,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01710,P029,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01711,P031,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01713,P031,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01716,P037,HVAC,high,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01717,P012,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01719,P009,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01721,P022,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01724,P027,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01726,P022,electrical,high,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01727,P016,HVAC,low,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01728,P032,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01733,P039,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01742,P042,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01744,P038,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01752,P007,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01754,P012,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01758,P002,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01760,P049,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01764,P012,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01765,P016,general,emergency,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01768,P029,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01769,P014,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01777,P021,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01790,P038,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01791,P040,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01793,P012,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01799,P019,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01809,P002,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01810,P045,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01812,P028,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01815,P002,electrical,emergency,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01826,P028,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01829,P005,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01830,P049,electrical,high,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01832,P018,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01836,P032,electrical,emergency,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01838,P007,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01840,P037,electrical,high,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01841,P002,electrical,high,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01843,P043,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01844,P021,electrical,high,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01849,P001,HVAC,emergency,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01851,P012,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01852,P024,general,emergency,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01854,P048,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01855,P038,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01858,P022,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01861,P005,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01864,P029,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01865,P029,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01869,P022,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01870,P013,HVAC,high,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01875,P028,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01878,P027,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01879,P032,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01885,P029,plumbing,low,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01886,P025,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01887,P021,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01888,P018,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01890,P007,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01891,P037,general,emergency,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01892,P032,plumbing,emergency,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01894,P028,plumbing,high,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01895,P049,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01902,P028,electrical,low,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01904,P012,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01905,P037,HVAC,high,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01906,P014,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01908,P021,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01912,P005,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01913,P050,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01915,P032,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01919,P029,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01925,P040,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01926,P022,HVAC,low,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01930,P043,general,high,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01935,P014,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01937,P022,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01942,P016,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01943,P014,plumbing,medium,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01944,P009,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01948,P032,general,high,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01949,P040,plumbing,medium,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01950,P014,HVAC,emergency,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01951,P007,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01953,P037,HVAC,high,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01954,P005,electrical,emergency,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01955,P021,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01956,P005,plumbing,medium,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01959,P007,HVAC,high,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO01965,P018,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01969,P031,electrical,high,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01974,P050,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01975,P002,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01977,P030,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01979,P004,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01983,P018,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01984,P004,electrical,low,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO01985,P031,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01986,P032,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO01990,P014,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO01996,P038,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02000,P014,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02006,P050,plumbing,medium,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02008,P014,HVAC,high,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02012,P033,plumbing,emergency,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02019,P037,electrical,high,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02028,P028,HVAC,high,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02036,P045,HVAC,low,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02042,P005,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02043,P014,HVAC,low,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02045,P009,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02047,P031,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02055,P029,plumbing,low,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02061,P038,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02065,P029,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02066,P027,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02067,P029,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02072,P040,electrical,high,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02073,P012,plumbing,medium,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02074,P028,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02079,P029,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02083,P007,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02084,P046,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02091,P002,plumbing,emergency,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02093,P029,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02096,P040,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02097,P007,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02102,P027,plumbing,low,open,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02104,P028,general,emergency,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02107,P004,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02109,P002,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02110,P028,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02112,P037,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02118,P028,plumbing,low,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02121,P031,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02123,P032,HVAC,emergency,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02125,P042,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02129,P016,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02130,P018,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02132,P021,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02135,P029,general,medium,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02136,P031,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02137,P005,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02138,P016,electrical,high,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02144,P043,general,high,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02145,P040,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02148,P022,plumbing,medium,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02150,P007,general,emergency,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02151,P002,general,low,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02152,P021,plumbing,high,in-progress,V017,Apex Plumbing Services,86.0,93.7,4.4,11.7
WO02153,P007,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02156,P003,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02157,P032,HVAC,high,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02161,P021,general,high,in-progress,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02163,P039,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02167,P007,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02172,P002,electrical,medium,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02177,P032,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02178,P010,electrical,medium,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02181,P029,electrical,low,open,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02183,P025,general,medium,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02187,P040,HVAC,medium,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02188,P014,electrical,high,in-progress,V008,Keystone Electrical Pro,70.0,82.9,3.6,20.5
WO02191,P042,general,low,open,V016,Granite General Works,72.3,78.6,4.3,24.5
WO02194,P032,HVAC,medium,open,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
WO02199,P002,HVAC,low,in-progress,V011,Omega Hvac Pro,79.6,83.9,4.4,16.5
